OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N0.HOG0022368,-66295.295989,-66055.881793,-65903.99761,-65929.20658,-67199.63486,0.1634,0.16895,0.1823,0.08081,0.19294,0.0795
N0.HOG0022370,-29505.535956,-29505.535962,-29495.487674,-29495.487631,-29760.852352,0.20445,0.20442,0.21247,0.14172,0.21251,0.14176
N0.HOG0022380,-17015.595317,-18192.328626,-17158.36331,-16988.776044,-19240.634464,1e-04,0.50438,1e-04,1.57237,0.03644,0.59268
N0.HOG0022386,-26770.514689,-26770.007121,-27283.853029,-26784.304341,-27681.246925,0.10133,0.10156,0.14435,0.0802,0.10853,0.04265
N0.HOG0022387,-45061.664926,-45061.664927,-45031.799051,-45031.799051,-45771.412029,0.21957,0.21957,0.23823,0.1574,0.23822,0.1574
N0.HOG0022388,-29235.218882,-29235.218882,-29226.686392,-29226.686392,-29568.627573,0.23063,0.23063,0.24291,0.18104,0.24292,0.18103
N0.HOG0022391,-94334.202531,-94334.202531,-94318.174378,-94318.174378,-94561.549233,0.36696,0.36696,0.37632,0.26866,0.37632,0.26867
N0.HOG0022393,-42640.570079,-42640.501246,-42605.273523,-42602.496459,-43025.568756,0.22108,0.21905,0.24072,0.11435,0.23443,0.1186
N0.HOG0022394,-12347.187173,-12347.187173,-12343.114307,-12343.114307,-12455.225859,0.27502,0.27502,0.29008,0.21286,0.29008,0.21286
N0.HOG0022395,-16489.245166,-16489.245166,-16483.704698,-16483.704698,-16572.796072,0.27112,0.27113,0.2812,0.18418,0.2812,0.18418
N0.HOG0022398,-16949.945783,-16949.945789,-16947.227984,-16947.227985,-17211.719309,0.14334,0.14334,0.14887,0.11704,0.14887,0.11706
N0.HOG0022406,-64422.677354,-64422.677354,-64399.52831,-64399.52831,-65115.044587,0.22488,0.22488,0.23824,0.1697,0.23824,0.16969
N0.HOG0022407,-14337.264147,-14337.263385,-14315.041594,-14315.039644,-14731.702518,0.0871,0.08694,0.09929,0.03828,0.09922,0.03801
N0.HOG0022416,-34898.570488,-34922.525341,-34739.692261,-34975.660538,-35663.560503,0.10886,0.12796,0.15202,0.09574,0.24512,0.08772
N0.HOG0022417,-13339.975516,-13339.97987,-13332.35503,-13332.287134,-13480.65253,0.24462,0.24448,0.25944,0.17162,0.2609,0.17203
N0.HOG0022418,-28801.003516,-28801.003516,-28773.984706,-28773.984706,-28955.863264,0.29737,0.29737,0.31492,0.14674,0.31492,0.14674
N0.HOG0022426,-22500.174471,-22496.409565,-23182.052836,-22483.045646,-23602.94619,0.05831,0.05715,0.08027,0.08613,0.06435,0.03686
N0.HOG0022427,-36121.446727,-36121.446727,-36052.835315,-36052.835315,-36603.341522,0.2911,0.2911,0.33865,0.16749,0.33865,0.16749
N0.HOG0022429,-125441.861989,-125441.861965,-125590.28583,-125285.686394,-126673.13416,0.17841,0.17842,0.22881,0.02718,0.19048,0.07304
N0.HOG0022430,-22012.914853,-22012.914853,-22012.74769,-22012.74769,-22189.783012,0.1687,0.16869,0.16977,0.15977,0.16977,0.15978
N0.HOG0022432,-73162.546841,-73162.547025,-73153.646228,-73153.646229,-73723.410539,0.22087,0.22093,0.22658,0.18048,0.22659,0.18049
N0.HOG0022435,-27535.243519,-27535.243495,-27530.706616,-27530.706645,-28216.384699,0.17786,0.17785,0.1887,0.15612,0.18869,0.15612
N0.HOG0022438,-39911.398641,-39911.398639,-39852.610672,-39852.610673,-40119.445215,0.25468,0.25468,0.26748,0.07117,0.26749,0.07116
N0.HOG0022439,-71274.937781,-71274.93778,-71256.555074,-71256.555074,-71830.560408,0.28251,0.28251,0.29938,0.22524,0.29937,0.22525
N0.HOG0022440,-40586.246045,-40230.669558,-41619.394063,-40255.051562,-40953.326676,0.06034,0.05086,0.04176,6.33181,0.05515,0.05189
N0.HOG0022448,-57018.986943,-48828.061955,-53168.169996,-49506.699345,-50355.368946,2.00002,0.11417,0.21404,0.1435,0.16463,0.11728
N0.HOG0022449,-43316.317791,-43316.317791,-43314.968845,-43314.968845,-44185.658805,0.12455,0.12455,0.12711,0.11495,0.12711,0.11495
N0.HOG0022456,-14531.309583,-14461.689079,-14455.449762,-14455.529792,-14645.858011,0.28007,0.17947,0.1878,0.12622,0.18904,0.12771
N0.HOG0022457,-14019.433311,-14019.433588,-14016.134549,-14016.134413,-14268.983134,0.16115,0.16126,0.16965,0.13149,0.16967,0.13141
N0.HOG0022458,-87323.383693,-78620.517444,-81310.784621,-78596.679152,-80870.619461,0.75539,0.17511,0.16582,7.45418,0.18643,0.13289
N0.HOG0022460,-76729.781769,-76729.781769,-76588.043593,-76588.043593,-77312.944197,0.29764,0.29764,0.32612,0.12349,0.32612,0.12349
N0.HOG0022461,-84913.99223,-84913.992585,-84813.589557,-84813.503484,-85633.169136,0.2465,0.24657,0.26382,0.12494,0.26365,0.12281
N0.HOG0022462,-87288.048871,-87288.048871,-87270.303956,-87270.303956,-87734.993505,0.31322,0.31322,0.3241,0.24392,0.3241,0.24392
N0.HOG0022476,-65787.353285,-65787.353284,-65766.056307,-65766.056307,-66350.706618,0.31877,0.31877,0.33993,0.25676,0.33994,0.25675
N0.HOG0022497,-71104.349387,-71104.349386,-71055.696564,-71055.696564,-71747.100207,0.18266,0.18266,0.19163,0.09868,0.19163,0.09868
N0.HOG0022539,-42528.026493,-42528.026497,-42524.396003,-42524.396008,-42897.774522,0.21034,0.21035,0.21526,0.17925,0.21525,0.17927
N0.HOG0022542,-49170.101457,-40761.536305,-40712.187833,-41853.303507,-41925.91471,2.00004,0.05736,0.07154,0.00921,0.05301,1e-04
N0.HOG0022544,-36930.740376,-36930.740379,-36920.606366,-36920.606364,-37705.643275,0.11154,0.11154,0.11731,0.0853,0.11731,0.0853
N0.HOG0022553,-68549.103709,-68549.103689,-68539.833567,-68539.833468,-69008.532769,0.2271,0.22709,0.23312,0.18156,0.23314,0.18167
N0.HOG0022554,-49930.803515,-49930.803515,-49914.807842,-49914.807839,-50412.82833,0.26423,0.26423,0.27759,0.20478,0.27759,0.20476
N0.HOG0022555,-12103.15807,-12103.15807,-12101.294726,-12101.294725,-12547.26089,0.07704,0.07704,0.0718,0.08844,0.0718,0.08844
N0.HOG0022559,-65795.529861,-65551.827747,-66815.037808,-65433.566094,-66468.657684,0.22714,0.22992,0.27107,0.2026,0.21081,0.159
N0.HOG0022562,-75111.402495,-75111.402462,-75076.424353,-75076.424322,-76187.814715,0.19708,0.19709,0.20994,0.14319,0.20995,0.14314
N0.HOG0022567,-36254.857589,-36254.8576,-36129.678594,-36129.678569,-37218.898526,0.12914,0.12916,0.15361,0.0416,0.15362,0.04162
N0.HOG0022569,-23905.220189,-23905.220186,-23904.769046,-23904.769098,-24098.279228,0.23006,0.23008,0.22721,0.2446,0.22722,0.24468
N0.HOG0022571,-55684.685385,-55684.685385,-55657.621901,-55657.621901,-55866.788632,0.37254,0.37254,0.39115,0.22863,0.39115,0.22863
N0.HOG0022572,-39463.03546,-39463.03546,-39451.00123,-39451.00123,-39575.292149,0.31711,0.31711,0.32539,0.19664,0.32539,0.19664
N0.HOG0022576,-13804.346286,-13643.804913,-13829.467669,-13723.400928,-13902.578709,0.16048,0.14023,0.1635,0.1529,0.12062,0.11463
N0.HOG0022581,-39193.996603,-39193.996602,-39157.529061,-39157.529052,-39922.884082,0.09428,0.09428,0.1009,0.04594,0.10091,0.04595
N0.HOG0022582,-5290.252176,-5290.252176,-5287.92507,-5287.925077,-5386.578928,0.11648,0.11648,0.10668,0.15137,0.10669,0.15138
N0.HOG0022595,-46505.14077,-45126.518076,-46906.785195,-45633.950924,-46034.026246,0.28363,0.23886,0.3285,0.24166,0.14818,0.17257
N0.HOG0022596,-39576.831943,-39576.831944,-39574.891629,-39574.891629,-40176.424407,0.24155,0.24155,0.24903,0.22533,0.24903,0.22533
N0.HOG0022603,-99661.445671,-99661.445672,-99595.613973,-99595.613969,-100212.884008,0.37446,0.37446,0.39956,0.24799,0.39956,0.24798
N0.HOG0022604,-37489.760001,-37489.760005,-37447.532522,-37447.532527,-38067.762746,0.23104,0.23104,0.25625,0.14858,0.25625,0.14857
N0.HOG0022607,-43565.37377,-43565.37377,-43551.618893,-43551.618893,-43709.410842,0.26643,0.26643,0.27445,0.16372,0.27445,0.16372
N0.HOG0022609,-38666.880213,-31034.027416,-33220.753005,-31340.195319,-32571.829514,2.00004,0.05944,0.04862,13.04945,0.062,0.47027
N0.HOG0022611,-59736.515075,-59736.515134,-59720.709648,-59720.710015,-60186.436748,0.24634,0.24629,0.25747,0.18439,0.25733,0.18444
N0.HOG0022618,-39658.752017,-39658.752017,-39641.358401,-39641.358401,-39936.541134,0.30026,0.30026,0.31942,0.21622,0.31942,0.21622
N0.HOG0022619,-10649.427448,-10649.427448,-10646.797927,-10646.797927,-10740.996684,0.24005,0.24005,0.25067,0.18655,0.25067,0.18655
N0.HOG0022623,-88052.206005,-88052.206008,-88012.963111,-88012.963093,-88798.97,0.18322,0.18322,0.19093,0.11474,0.19093,0.11474
N0.HOG0022624,-84525.608379,-84525.60833,-84501.982204,-84501.982205,-85068.940695,0.32143,0.32144,0.33717,0.24975,0.33717,0.24975
N0.HOG0022636,-43039.794384,-43039.794384,-43031.397377,-43031.397377,-43308.568249,0.4074,0.4074,0.43622,0.35298,0.43622,0.35298
N0.HOG0022637,-47151.689386,-47151.689385,-47151.580585,-47151.580585,-47278.113837,0.35929,0.35928,0.35769,0.36853,0.35769,0.36853
N0.HOG0022650,-51303.505782,-51303.506675,-51288.641391,-51288.641337,-51374.344911,0.36142,0.36114,0.34095,0.47105,0.34075,0.47099
N0.HOG0022653,-28108.453874,-28108.453874,-28108.445116,-28108.445116,-28273.335994,0.32112,0.32112,0.3205,0.32333,0.3205,0.32333
N0.HOG0022660,-28910.60721,-28910.607209,-28875.781773,-28875.781597,-29468.964578,0.26063,0.26063,0.30318,0.18153,0.3033,0.18158
N0.HOG0022663,-20738.031783,-20738.031777,-20737.319797,-20737.319795,-20800.949769,0.52911,0.52907,0.54134,0.49659,0.54136,0.49659
N0.HOG0022666,-128011.579352,-128159.476203,-127891.77606,-128730.708146,-130400.483575,0.2504,0.2371,0.27574,0.13937,0.25995,0.54409
N0.HOG0022668,-85729.405627,-85729.405626,-85719.027861,-85719.027869,-86081.688707,0.3636,0.36361,0.37541,0.3045,0.37541,0.3045
N0.HOG0022670,-106103.345707,-106103.345707,-106051.575389,-106051.575389,-106686.413226,0.25139,0.25139,0.26286,0.1504,0.26286,0.1504
N0.HOG0022672,-81045.835905,-81045.835905,-81033.482933,-81033.482933,-81377.094387,0.31644,0.31644,0.32631,0.25016,0.32631,0.25016
N0.HOG0022673,-64830.685372,-64830.685371,-64820.193335,-64820.193335,-65189.670043,0.31974,0.31973,0.33057,0.26144,0.33058,0.26142
N0.HOG0022674,-43034.382768,-43034.38278,-43028.042506,-43028.042742,-43184.078358,0.50602,0.50604,0.53417,0.44185,0.53414,0.44192
N0.HOG0022676,-31034.462689,-31034.462689,-31033.960184,-31033.960186,-31775.713855,0.09861,0.09861,0.10018,0.09303,0.10017,0.09303
N0.HOG0022686,-29380.093583,-29380.093583,-29348.305722,-29348.305722,-29715.339984,0.17327,0.17327,0.18607,0.08485,0.18607,0.08485
N0.HOG0022689,-31104.727932,-25376.858207,-25821.350886,-25380.264797,-25645.634564,2.00013,0.08197,0.07767,2.03519,0.07764,0.00272
N0.HOG0022690,-49526.652844,-49526.652844,-49517.728026,-49517.728026,-49818.71211,0.36804,0.36804,0.38344,0.30793,0.38344,0.30792
N0.HOG0022691,-78496.060092,-78496.060092,-78479.591633,-78479.591633,-78856.244533,0.30126,0.30126,0.31021,0.22713,0.31021,0.22713
N0.HOG0022692,-43109.420771,-43109.420769,-43097.204016,-43097.204061,-43338.353272,0.41904,0.41899,0.45615,0.34672,0.45612,0.34671
N0.HOG0022693,-9887.298276,-9887.298276,-9887.221271,-9887.221416,-9995.932776,0.09466,0.09466,0.0955,0.08815,0.09551,0.08805
N0.HOG0022694,-8208.574885,-8277.385193,-8216.154385,-8735.31106,-8717.240177,0.14926,0.13827,0.28214,0.08943,0.62363,0.56446
N0.HOG0022696,-102942.264445,-96003.961219,-97899.950452,-97798.222499,-98442.496352,2.00016,0.27868,1.00725,0.14384,0.50831,0.42285
N0.HOG0022697,-31565.936086,-31565.936086,-31558.129289,-31558.129289,-31935.587187,0.2198,0.2198,0.2308,0.17512,0.2308,0.17512
N0.HOG0022698,-50938.464828,-50843.69051,-50903.052732,-54404.740753,-51967.70834,0.15418,0.13823,0.13861,0.10898,0.55625,0.50866
N0.HOG0022700,-21806.940274,-21862.30187,-23660.945364,-21971.786682,-22595.245885,0.07476,0.06485,0.15132,0.04741,0.10579,0.05692
N0.HOG0022705,-40590.751959,-40590.756241,-40567.103512,-40567.11323,-41085.21025,0.24839,0.24914,0.27064,0.17949,0.27044,0.17927
N0.HOG0022710,-47175.832004,-47175.832004,-47114.559965,-47114.559965,-47652.136357,0.30786,0.30786,0.34899,0.18684,0.34899,0.18685
N0.HOG0022712,-57072.091913,-57072.090996,-57054.314282,-57054.314183,-58486.335798,0.11999,0.12005,0.12847,0.09366,0.12846,0.09358
N0.HOG0022714,-130732.216869,-130363.327891,-130146.189456,-130158.371787,-131227.705165,0.34036,0.28847,0.30919,0.1091,0.29339,0.1062
N0.HOG0022715,-85607.386984,-85607.386984,-85600.193664,-85600.193664,-85836.56653,0.39652,0.39652,0.40608,0.33489,0.40607,0.33489
N0.HOG0022716,-38679.896998,-38679.896997,-38678.257675,-38678.257671,-39016.097029,0.31268,0.31268,0.32078,0.29133,0.32078,0.29133
N0.HOG0022719,-41749.425924,-41749.425924,-41732.771147,-41732.771147,-42037.501774,0.2356,0.2356,0.24479,0.15694,0.24479,0.15694
N0.HOG0022738,-53725.607885,-43678.833673,-44627.209765,-44794.774979,-44760.535958,2,0.047,0.05505,2.447,0.04936,0.04854
N0.HOG0022740,-69715.588996,-69715.588996,-69706.531892,-69706.531892,-70015.004789,0.31192,0.31193,0.31966,0.25149,0.31966,0.25149
N0.HOG0022746,-30849.815479,-30849.815479,-30842.282961,-30842.282961,-31066.377958,0.29958,0.29958,0.31252,0.23757,0.31252,0.23757
N0.HOG0022747,-29210.185075,-29210.185075,-29191.001205,-29191.001205,-29375.520623,0.27403,0.27403,0.28832,0.15567,0.28832,0.15567
N0.HOG0022750,-18924.246575,-18924.246575,-18913.930257,-18913.930257,-19129.417341,0.27865,0.27865,0.30015,0.20776,0.30015,0.20776
N0.HOG0022752,-19386.731428,-17638.548255,-17364.993251,-17775.546313,-17570.193187,1.01364,0.1247,0.17118,0.14335,0.15633,1.91483
N0.HOG0022755,-28202.763321,-28215.12393,-28407.925602,-28411.168901,-29428.014312,0.26467,0.2687,0.35037,0.17486,0.21513,0.17416
N0.HOG0022756,-32474.289384,-32454.345316,-32438.727458,-32426.153106,-32851.857077,0.20499,0.18957,0.20653,0.09227,0.19997,0.10768
N0.HOG0022765,-25522.44607,-22957.150166,-23073.97216,-22979.616614,-23210.740156,1.96495,0.17642,0.30603,0.13005,0.20166,0.13319
N0.HOG0022769,-42481.267136,-42481.267134,-42473.883498,-42473.883495,-42857.818239,0.20268,0.20268,0.20863,0.1592,0.20863,0.15919
N0.HOG0022771,-56970.049276,-56970.049276,-56953.869582,-56953.869582,-57334.797722,0.35788,0.35788,0.37967,0.28735,0.37967,0.28735
N0.HOG0022774,-67470.619427,-67470.581175,-67369.903419,-67369.901603,-68402.012704,0.21042,0.21093,0.23518,0.11281,0.23523,0.11299
N0.HOG0022780,-60769.913932,-60769.914399,-60742.929857,-60742.929343,-61438.986781,0.164,0.16403,0.17112,0.1069,0.17112,0.10693
N0.HOG0022787,-90041.296925,-88568.051089,-88538.649065,-88586.084241,-91497.028855,0.14881,0.14304,0.15393,0.08836,0.2192,0.08066
N0.HOG0022791,-15721.090144,-15721.090144,-15714.657495,-15714.657495,-15995.40911,0.17154,0.17154,0.1827,0.12895,0.1827,0.12895
N0.HOG0022799,-26450.756137,-26450.756126,-26389.103764,-26389.103773,-27042.153482,0.12533,0.12532,0.14279,0.04546,0.14284,0.0454
N0.HOG0022801,-12419.156608,-12419.156608,-12418.540623,-12418.540623,-12665.826698,0.13471,0.13471,0.13779,0.12282,0.13779,0.12282
N0.HOG0022803,-78812.919568,-78812.919572,-78806.005643,-78806.00564,-78995.297117,0.44975,0.44974,0.46303,0.38297,0.46306,0.38293
N0.HOG0022804,-18894.124239,-18265.503499,-21675.729891,-20545.710497,-19014.176066,1e-04,0.0126,1.33707,1.8762,0.59757,0.46601
N0.HOG0022807,-41259.930099,-41259.930124,-41223.177697,-41222.680075,-42040.43147,0.10408,0.10409,0.11094,0.05331,0.11188,0.05421
N0.HOG0022816,-34475.924122,-34313.077429,-34312.3018,-34644.921456,-35355.260641,0.08898,0.09828,0.10153,0.07699,0.14651,0.10903
N0.HOG0022821,-89075.330304,-89075.330304,-88963.082847,-88963.082893,-89781.348978,0.30725,0.30725,0.34018,0.17161,0.34015,0.17166
N0.HOG0022822,-46873.487849,-46874.686633,-46746.204359,-46745.838773,-47684.174236,0.19955,0.19722,0.22578,0.07793,0.22667,0.0781
N0.HOG0022823,-51324.928758,-51324.928758,-51324.684218,-51324.684217,-51622.750209,0.33933,0.33933,0.34198,0.33038,0.34198,0.33038
N0.HOG0022837,-44944.94755,-44944.947554,-44932.942017,-44932.942019,-45395.565318,0.22737,0.22737,0.23766,0.17496,0.23766,0.17495
N0.HOG0022838,-86148.785926,-86148.785927,-86080.563331,-86080.563331,-86738.495542,0.28396,0.28395,0.30116,0.16529,0.30117,0.16529
N0.HOG0022839,-45704.823553,-45704.823555,-45704.81382,-45704.81382,-46513.78912,0.22277,0.22277,0.22326,0.22185,0.22326,0.22186
N0.HOG0022840,-60146.094447,-60213.436698,-61189.469802,-62161.854183,-62584.607711,0.27651,0.26567,0.30442,3.19298,0.55055,0.21797
N0.HOG0022841,-40653.668099,-40653.668099,-40633.569176,-40633.569176,-40920.868965,0.27683,0.27683,0.29045,0.18223,0.29045,0.18223
N0.HOG0022842,-44790.09871,-44790.09871,-44774.935095,-44774.935095,-45089.690158,0.33775,0.33775,0.35823,0.26123,0.35823,0.26123
N0.HOG0022843,-118837.423465,-118837.424847,-118745.722784,-118745.682244,-119643.003516,0.26268,0.26183,0.27902,0.15067,0.27829,0.15166
N0.HOG0022844,-23914.034766,-23914.034766,-23913.57197,-23913.571969,-24048.29913,0.32264,0.32264,0.32774,0.30424,0.32774,0.30424
N0.HOG0022845,-23903.832166,-23903.832166,-23899.633916,-23899.633916,-24140.692615,0.1966,0.1966,0.20277,0.15693,0.20277,0.15693
N0.HOG0022848,-39373.390987,-39373.390977,-39364.46584,-39364.465839,-39506.523409,0.32974,0.32971,0.30865,0.39655,0.30865,0.39657
N0.HOG0022849,-42254.400657,-41938.929852,-42312.853786,-42607.97672,-42549.682568,0.12673,0.14075,0.2338,0.08677,0.19161,1.43804
N0.HOG0022851,-43938.742072,-43938.742072,-43910.971093,-43910.971093,-44363.29644,0.30341,0.30341,0.33489,0.22325,0.33489,0.22325
N0.HOG0022854,-64806.53676,-64806.53676,-64794.165702,-64794.165702,-65214.285147,0.28122,0.28122,0.29215,0.22519,0.29215,0.22519
N0.HOG0022855,-49747.236052,-49747.236052,-49740.380414,-49740.380414,-49990.576521,0.34177,0.34177,0.35457,0.28587,0.35457,0.28587
N0.HOG0022856,-73736.163163,-73736.163163,-73722.296147,-73722.296147,-74006.894745,0.36413,0.36413,0.37732,0.28413,0.37732,0.28413
N0.HOG0022857,-49091.700036,-49091.700037,-49073.45679,-49073.45679,-49385.888209,0.29374,0.29373,0.31051,0.2123,0.3105,0.21225
N0.HOG0022887,-19275.171003,-19275.170991,-19264.692309,-19264.692147,-19381.829852,0.34641,0.34637,0.36627,0.23161,0.36639,0.23137
N0.HOG0022888,-185371.637634,-185371.637591,-185338.776913,-185338.776909,-186217.892945,0.32634,0.32631,0.33667,0.25805,0.33666,0.2581
N0.HOG0022889,-22594.998179,-22594.998178,-22577.090386,-22577.09033,-22858.630077,0.27715,0.27715,0.30329,0.19143,0.30328,0.19125
N0.HOG0022891,-9186.496404,-9278.012024,-9536.070574,-9214.397615,-9296.185709,0.24073,0.27291,0.29311,2.07136,0.20625,0.19157
N0.HOG0022895,-33727.328536,-33727.328536,-33706.347141,-33706.347141,-33824.103114,0.29618,0.29618,0.30578,0.13701,0.30578,0.137
N0.HOG0022903,-22685.778383,-21150.369477,-21217.520688,-21140.164992,-21581.712046,0.2117,0.11293,0.10887,0.11953,0.11053,0.12688
N0.HOG0022904,-36224.463364,-36224.463364,-36223.439976,-36223.439976,-36538.723161,0.35542,0.35542,0.36604,0.33959,0.36605,0.33958
N0.HOG0022911,-34885.030976,-34885.030976,-34880.214859,-34880.214859,-35091.48408,0.28336,0.28336,0.29262,0.23487,0.29262,0.23487
N0.HOG0022912,-34260.038576,-34260.038576,-34247.776348,-34247.776348,-34476.994328,0.27071,0.27071,0.28523,0.19325,0.28522,0.19325
N0.HOG0022913,-13953.40581,-13953.40581,-13952.252272,-13952.252271,-14087.741372,0.12904,0.12904,0.13112,0.10547,0.13112,0.10547
N0.HOG0022914,-11475.378818,-11475.378818,-11473.907775,-11473.907775,-11645.653455,0.11508,0.11508,0.11805,0.09282,0.11805,0.09282
N0.HOG0022917,-81169.684085,-81169.684085,-81091.649223,-81091.649223,-81955.649169,0.26066,0.26066,0.28082,0.15489,0.28082,0.15489
N0.HOG0022927,-28203.523752,-28203.523752,-28199.790436,-28199.790436,-28397.808476,0.25019,0.25019,0.25655,0.20501,0.25655,0.20501
N0.HOG0022928,-42862.936123,-42862.93702,-42822.344875,-42822.349066,-43397.469401,0.24966,0.24956,0.27191,0.16037,0.27176,0.16016
N0.HOG0022929,-100911.035529,-100911.035529,-100906.966626,-100906.966626,-101474.594685,0.24124,0.24124,0.24486,0.21456,0.24486,0.21456
N0.HOG0022930,-75278.300263,-75727.486542,-75140.215749,-78297.048247,-75908.053631,0.29896,0.21662,0.23211,0.1974,0.41297,0.54442
N0.HOG0022934,-39702.732526,-39702.732526,-39673.987533,-39673.987533,-39962.792826,0.28759,0.28759,0.30524,0.17268,0.30524,0.17269
N0.HOG0022937,-32050.315414,-32050.315414,-32044.744529,-32044.744529,-32535.992453,0.21159,0.21159,0.22187,0.18057,0.22187,0.18056
N0.HOG0022939,-43705.255617,-43705.255583,-43702.002475,-43702.00297,-44224.699628,0.24576,0.24581,0.25484,0.22377,0.2549,0.22381
N0.HOG0022942,-25786.846367,-27092.352758,-25973.516219,-25863.285476,-26472.217411,0.12623,0.49328,0.13489,0.11254,0.12593,0.10404
N0.HOG0022951,-44226.148693,-44226.148694,-44215.960148,-44215.960148,-44480.103655,0.26219,0.26219,0.2707,0.1952,0.27071,0.1952
N0.HOG0022952,-100477.670561,-100477.670581,-100436.672195,-100436.672199,-101505.046856,0.24361,0.24361,0.26401,0.18395,0.26402,0.18393
N0.HOG0022957,-44343.617307,-44343.650612,-44311.482348,-44336.246327,-46166.683319,0.05751,0.05754,0.06305,0.03281,0.06486,0.03196
N0.HOG0022964,-28780.693242,-28780.693242,-28778.149234,-28778.149234,-28992.310377,0.16066,0.16066,0.16336,0.12947,0.16336,0.12947
N0.HOG0022972,-18859.550764,-18859.550764,-18853.358068,-18853.358068,-19367.139738,0.0804,0.0804,0.08656,0.05683,0.08657,0.05683
N0.HOG0022974,-96730.331629,-96739.976994,-96793.217945,-96675.892936,-97595.730988,0.28125,0.27486,0.25396,0.17755,0.31727,0.17742
N0.HOG0022980,-35606.149103,-35606.145804,-35591.659097,-35591.653477,-35992.268684,0.24915,0.24952,0.26498,0.18769,0.26466,0.18766
N0.HOG0022982,-15880.171094,-15880.171094,-15859.092731,-15859.092731,-16122.824778,0.1169,0.11689,0.12588,0.04607,0.12588,0.04606
N0.HOG0022984,-16959.343474,-16959.343474,-16959.333852,-16959.333852,-17105.465406,0.17688,0.17688,0.1772,0.17461,0.1772,0.17461
N0.HOG0022986,-15014.875614,-15014.875613,-15014.874766,-15014.874768,-15307.483113,0.12396,0.12396,0.12386,0.12437,0.12386,0.12436
N0.HOG0022987,-41062.561661,-41062.561661,-41062.536116,-41062.536116,-41244.610172,0.34117,0.34117,0.34207,0.33749,0.34207,0.33749
N0.HOG0022993,-51517.371692,-51517.371695,-51444.8484,-51444.848259,-52182.937477,0.19921,0.19922,0.21825,0.0969,0.21834,0.09678
N0.HOG0022996,-66536.750445,-66536.750445,-66488.485039,-66488.485039,-67001.412484,0.34034,0.34034,0.36941,0.22748,0.36942,0.22748
N0.HOG0022997,-32491.581493,-32491.581493,-32473.801925,-32473.801922,-32863.329554,0.20209,0.20208,0.21474,0.13738,0.21472,0.13736
N0.HOG0022998,-53207.932698,-53207.932698,-53175.29892,-53175.29892,-53600.510057,0.38627,0.38627,0.42812,0.29124,0.42812,0.29124
N0.HOG0023000,-30283.054698,-30283.0547,-30280.173809,-30280.173811,-30770.187954,0.10175,0.10175,0.10431,0.0839,0.10431,0.08388
N0.HOG0023004,-22411.72456,-22411.724551,-22399.288133,-22399.288084,-22684.756586,0.24341,0.24337,0.26315,0.17531,0.26316,0.1753
N0.HOG0023010,-44281.13559,-44281.151539,-44279.492527,-44279.486845,-44872.263828,0.18127,0.18102,0.18439,0.16642,0.18435,0.16663
N0.HOG0023013,-43897.675732,-43897.676533,-43887.957511,-43887.95756,-44735.170657,0.18906,0.1891,0.2005,0.15997,0.20052,0.16003
N0.HOG0023017,-38294.262915,-38294.26291,-38223.877823,-38223.877821,-39501.060286,0.12085,0.12084,0.14052,0.06542,0.14052,0.06541
N0.HOG0023019,-30162.976261,-29762.168786,-36370.685943,-33179.342334,-30124.558066,0.06637,0.04839,2.21925,2.16827,0.56191,0.01759
N0.HOG0023024,-45848.586355,-45849.595545,-45850.25305,-45845.292936,-46174.160663,0.20087,0.20712,0.21459,0.18184,0.20853,0.1787
N0.HOG0023025,-111961.016756,-101407.631173,-101387.733547,-102217.219171,-102020.0331,2,0.24495,0.25741,0.17888,0.25019,1.1709
N0.HOG0023033,-17193.869464,-17193.869464,-17193.865021,-17193.865021,-17259.390515,0.29587,0.29587,0.2955,0.29854,0.2955,0.29854
N0.HOG0023036,-29637.834631,-29637.834631,-29632.765601,-29632.765601,-29721.926782,0.33771,0.33771,0.34592,0.24691,0.34592,0.24691
N0.HOG0023037,-30025.721256,-30025.721256,-30011.967108,-30011.967108,-30436.152667,0.26044,0.26044,0.28155,0.20393,0.28155,0.20393
N0.HOG0023048,-127732.012034,-127732.022081,-127578.935621,-127579.083602,-129378.366109,0.17533,0.17538,0.18885,0.08907,0.18844,0.08851
N0.HOG0023050,-38518.762391,-38562.353848,-42256.047237,-38508.267945,-39906.370994,0.08674,0.08144,0.1106,4.80723,0.09081,0.06928
N0.HOG0023055,-47381.934704,-47381.934704,-47381.112925,-47381.112924,-47953.581622,0.2299,0.2299,0.23345,0.21931,0.23345,0.21932
N0.HOG0023059,-47712.977969,-47015.063669,-47315.826988,-46962.445886,-48294.136276,0.16633,0.1253,0.16914,0.08723,0.1444,0.11345
N0.HOG0023060,-57866.315041,-57866.314647,-57862.025812,-57862.025812,-58118.25608,0.31375,0.31379,0.32044,0.26915,0.32041,0.26917
N0.HOG0023061,-19645.000422,-19645.000786,-19642.511612,-19642.511517,-19729.789955,0.28864,0.2885,0.29793,0.23284,0.29789,0.23277
N0.HOG0023067,-55687.385904,-55687.385929,-55629.851682,-55629.851704,-56027.477501,0.18089,0.18088,0.18876,0.05735,0.18875,0.05738
